,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
943,2017-En-20759,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,valence,-2: moderately negative emotional state can be inferred,pussy weak hear stfu bitch get threaten pregnant
944,2017-En-30257,It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,valence,1: slightly positive emotional state can be inferred,better wetter dry certainly find hilarious
945,2017-En-11426,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,valence,-2: moderately negative emotional state can be inferred,see end nin bitter tragedy niwill give spend nand youwill give nothing back
946,2017-En-31529,@simmy_hanley @Schrise also a ,valence,0: neutral or mixed emotional state can be inferred,also
947,2017-En-31268,gifs on iOS10 messaging app are hilarious.,valence,1: slightly positive emotional state can be inferred,gifs io message app hilarious
948,2017-En-21437,Rear garden alarm activated  at Telford house at 106.4.,valence,0: neutral or mixed emotional state can be inferred,rear garden alarm activate telford house
949,2017-En-30086,@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,valence,2: moderately positive emotional state can be inferred,please ty
950,2017-En-11514,@iAmSJ I'm so mad for our clients I'm furious lmao,valence,-2: moderately negative emotional state can be inferred,iam mad client iam furious lmao
951,2017-En-30721,@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny,valence,2: moderately positive emotional state can be inferred,whole thread jovial fun comment like full misogyny
952,2017-En-30222,@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,valence,3: very positive emotional state can be inferred,final thanks
953,2017-En-31280,Go one extra mile just see her smiling,valence,1: slightly positive emotional state can be inferred,go one extra mile see smile
954,2017-En-40434,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,valence,-3: very negative emotional state can be inferred,im serious put word mouth bitch donot add sentence didnot say shit blood
955,2017-En-41394,@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here 😊,valence,0: neutral or mixed emotional state can be inferred,retire minute ago blue
956,2017-En-30730,"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",valence,0: neutral or mixed emotional state can be inferred,no arenot episode animate week air
957,2017-En-40709,Well i did hear once before that girls are attracted to men that look like their dad!  👌 ,valence,0: neutral or mixed emotional state can be inferred,well hear girl attract men look like dad
958,2017-En-40347,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,valence,-2: moderately negative emotional state can be inferred,take feeling kei unfairly lip form frown try walk away
959,2017-En-41470,Up on melancholy hill,valence,-2: moderately negative emotional state can be inferred,melancholy hill
960,2017-En-30902,"You must be knowing #blithe means (adj.)  Happy, cheerful.",valence,3: very positive emotional state can be inferred,must know mean adj happy cheerful
961,2017-En-31470,My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism,valence,-2: moderately negative emotional state can be inferred,ukulele bag fall apart welll least life hasnot yet
962,2017-En-30406,"@nw_autonate \n\n*She held the back of his skull, smiling into the kiss.*",valence,1: slightly positive emotional state can be inferred,n n hold back skull smile kiss
963,2017-En-30414,"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",valence,0: neutral or mixed emotional state can be inferred,brilliant lose joyous plot u year admits fan
964,2017-En-30266,@KWAYNTjoia it's exhilarating,valence,0: neutral or mixed emotional state can be inferred,exhilarate
965,2017-En-10912,@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour,valence,0: neutral or mixed emotional state can be inferred,would always honest great feedback opinion brand donot want offend
966,2017-En-41262,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,valence,-1: slightly negative emotional state can be inferred,blend water lie nthere shrine free melancholy water lie nno ray dull tide vine
967,2017-En-11588,"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",valence,-1: slightly negative emotional state can be inferred,republicans namely graham flake sasse others not safe wrath hence hillary hiney kiss ad saw
968,2017-En-22150,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created ,valence,0: neutral or mixed emotional state can be inferred,amal clooney try prosecute crime turn world upside amp create
969,2017-En-31264,"And the weathers so breezy, man why can't life always be this easy?",valence,0: neutral or mixed emotional state can be inferred,weather breezy man cannot life always easy
970,2017-En-30402,@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,valence,0: neutral or mixed emotional state can be inferred,plus hearty pour
971,2017-En-11674,@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?,valence,-3: very negative emotional state can be inferred,iam actually offend name fattening sandwich man die coronary disease likely due diet
972,2017-En-30695,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak ,valence,0: neutral or mixed emotional state can be inferred,permissive environment also call battleground
973,2017-En-31435,@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat,valence,0: neutral or mixed emotional state can be inferred,bahahahaha dean look hilarious damn get fat
974,2017-En-11485,Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,valence,0: neutral or mixed emotional state can be inferred,cuz even bible talk son come back fiery sword get mother call whore revelation
975,2017-En-10419,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,valence,0: neutral or mixed emotional state can be inferred,ok get call white devil train didnt know whether laugh offend
976,2017-En-30618,@suavecitamay sparkling water is nice you know I tried it the other day,valence,0: neutral or mixed emotional state can be inferred,sparkling water nice know try day
977,2017-En-31555,"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",valence,1: slightly positive emotional state can be inferred,thank notification come nick time cheer tweet
978,2017-En-30528,"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",valence,-2: moderately negative emotional state can be inferred,turkish exhilaration shade irruptive russian visitor twelvemonth gobbler nephalism
979,2017-En-22024,"Goodbye everyone, tremendous #LTHEchat tonight",valence,3: very positive emotional state can be inferred,goodbye everyone tremendous tonight
980,2017-En-11178,My back is starting to irritate me and it's barely 2:19 😓,valence,-3: very negative emotional state can be inferred,back start irritate barely
981,2017-En-31310,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ",valence,1: slightly positive emotional state can be inferred,well stock finish amp list living room move around new edit amp fit visit law
982,2017-En-21352,@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,valence,-2: moderately negative emotional state can be inferred,ihave contact
983,2017-En-11206,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",valence,-2: moderately negative emotional state can be inferred,biggest fear incurable std pregnancy mean theyare basically thing anyway
984,2017-En-10637,I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,valence,-1: slightly negative emotional state can be inferred,go say rooney shadow former self donot want offend shadow
985,2017-En-31360,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,valence,1: slightly positive emotional state can be inferred,warm universal language kindness william arthur ward
986,2017-En-21305,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,valence,0: neutral or mixed emotional state can be inferred,u control u fear not life ur mind real difficulty overcome cheryl janecky
987,2017-En-40783,@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,valence,2: moderately positive emotional state can be inferred,pretty love sky background purple highlight dull color great
988,2017-En-31006, @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,valence,2: moderately positive emotional state can be inferred,youhave whole time watch youhave lose
989,2017-En-11132,My irritation level is at an all time high today 🙃,valence,-3: very negative emotional state can be inferred,irritation level time high today
990,2017-En-31318,"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",valence,2: moderately positive emotional state can be inferred,yesterday history tomorrow amystery today gift call present
991,2017-En-41393,@BoardEveryday @turnorder @pinchback21 80s new wave/techno - or jazz / blues depending my mood,valence,0: neutral or mixed emotional state can be inferred,new wave techno jazz blue depend mood
992,2017-En-21605,"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",valence,0: neutral or mixed emotional state can be inferred,goal scare little excite lot joe vitale
993,2017-En-40969,So drunk me hid my keys very well sober me couldn't find it anywhere,valence,-2: moderately negative emotional state can be inferred,drunk hide key well sober couldnot find anywhere
994,2017-En-21086,My mind always seems to work its best at night ,valence,0: neutral or mixed emotional state can be inferred,mind always seem work best night
995,2017-En-10599,"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",valence,0: neutral or mixed emotional state can be inferred,life order complete amazing life journey successfully
996,2017-En-41135,tim burton never fails to depress me,valence,-3: very negative emotional state can be inferred,tim burton never fail depress
997,2017-En-20284,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,valence,-2: moderately negative emotional state can be inferred,weare discipleship training detox something
998,2017-En-11244,All options are on the table - #revenge is coming.,valence,-2: moderately negative emotional state can be inferred,option table come
999,2017-En-30665,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice,valence,1: slightly positive emotional state can be inferred,dude wanna play bass not buy bass rejoice
1000,2017-En-30248,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,valence,0: neutral or mixed emotional state can be inferred,something v satisfy open old doc file able check thing
1001,2017-En-31565,@julwhite chirp chirp! :),valence,0: neutral or mixed emotional state can be inferred,chirp chirp happy
1002,2017-En-41357,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,valence,-3: very negative emotional state can be inferred,synth backing track sadness n
1003,2017-En-31083,It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!,valence,2: moderately positive emotional state can be inferred,exhilarating take challenge demonstrate explain endearing amp wonderful
1004,2017-En-30350,Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,valence,0: neutral or mixed emotional state can be inferred,gotta hit breezy every day make sure break boot first class friend right
1005,2017-En-30560,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",valence,1: slightly positive emotional state can be inferred,hey u never know channel version might actually quite good advert arenot end world
1006,2017-En-40113,"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",valence,-3: very negative emotional state can be inferred,fuck gutted disheartened amp piss go toughest resolute defence worst amp shambolic
1007,2017-En-31558,"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",valence,2: moderately positive emotional state can be inferred,n n whoo welcome greet cheerfully
1008,2017-En-41225,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,valence,-3: very negative emotional state can be inferred,thanks make super sad pizza
1009,2017-En-31232,"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace ",valence,2: moderately positive emotional state can be inferred,best part day jesus snuggle embrace rest arm know love
1010,2017-En-11490,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging,valence,-3: very negative emotional state can be inferred,seriously frustrating sometimes deg
1011,2017-En-30112,LOVE LOVE LOVE #smile #fun #relaxationiskey,valence,3: very positive emotional state can be inferred,love love love
1012,2017-En-21157,There goes the butterflies in my stomach.  #anxietyproblems,valence,0: neutral or mixed emotional state can be inferred,go butterfly stomach
1013,2017-En-31344,"May a man live well-, and long-enough, to leave many joyful widows behind him.",valence,0: neutral or mixed emotional state can be inferred,may man live well long enough leave many joyful widow behind
1014,2017-En-30987,@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,valence,2: moderately positive emotional state can be inferred,awesome yr old grandson run cross country no simon whitfield still lot fun cheer
1015,2017-En-30491,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",valence,1: slightly positive emotional state can be inferred,think funny maybe not coincidence green must official color optimism
1016,2017-En-41205,Love being made to feel bad about being scared of the dark,valence,-1: slightly negative emotional state can be inferred,love make feel bad scar dark
1017,2017-En-20327,Overtime... #TeamNA #WCH2016 #nervous,valence,-1: slightly negative emotional state can be inferred,overtime
1018,2017-En-21491,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear,valence,-2: moderately negative emotional state can be inferred,anyone brave last min longer everyone else
1019,2017-En-22073,Left my phone in Mcds #panic,valence,-2: moderately negative emotional state can be inferred,leave phone mcds
1020,2017-En-20929,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,valence,-2: moderately negative emotional state can be inferred,ref gt favor tonight
1021,2017-En-31210,"The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah 3:17 KJV",valence,1: slightly positive emotional state can be inferred,lord thy god midst thee mighty save rejoice thee joy nzephaniah kjv
1022,2017-En-31212,OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘 @CRAZYmac17,valence,3: very positive emotional state can be inferred,omg nol love u much love ur cheery face hug
1023,2017-En-21851,@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,valence,-2: moderately negative emotional state can be inferred,discover alarming rate bee die important way life
1024,2017-En-40171,@gagasklaine it's old sadly,valence,-3: very negative emotional state can be inferred,old sadly
1025,2017-En-21357,@sandrosmom The horror!,valence,-2: moderately negative emotional state can be inferred,horror
1026,2017-En-41467,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",valence,-3: very negative emotional state can be inferred,no probably person likely completely understand gobsmacked learn true
1027,2017-En-30461,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,valence,-2: moderately negative emotional state can be inferred,assume people pick joviality coz lol lot not work maybe need get heavy hand emoticon ha
1028,2017-En-20697,Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,valence,-2: moderately negative emotional state can be inferred,start get chris sutton tv campaign spread work
1029,2017-En-31116,@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,valence,3: very positive emotional state can be inferred,ditto amazing atmosphere
1030,2017-En-30330,@lawson__lynch my kinda girl pleasing the dick right😍😏,valence,2: moderately positive emotional state can be inferred,kinda girl please dick right
1031,2017-En-31465,Why would Enrique sub off busquet? ,valence,-2: moderately negative emotional state can be inferred,would enrique sub busquet
1032,2017-En-40192,This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,valence,-3: very negative emotional state can be inferred,weather get fuck like either sunny hot gloomy cold no
1033,2017-En-11073,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,valence,-3: very negative emotional state can be inferred,black female leo shoot time die philadelphia black people
1034,2017-En-41175,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",valence,2: moderately positive emotional state can be inferred,love busy teach take mall desication immense love
1035,2017-En-40814,"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",valence,0: neutral or mixed emotional state can be inferred,year end iwill probably get master flu game true blue space jam
1036,2017-En-40406,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote,valence,-2: moderately negative emotional state can be inferred,always sober say youwould drink teach keep mouth shut n ernest hemingway
1037,2017-En-30128,Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,valence,3: very positive emotional state can be inferred,good morning joyful people choose happiness great day today
1038,2017-En-30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,valence,3: very positive emotional state can be inferred,always indeed wonderful experience fly guy today
1039,2017-En-30038,"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",valence,3: very positive emotional state can be inferred,today reach subscriber yt
1040,2017-En-30602,"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",valence,-1: slightly negative emotional state can be inferred,try loveee somebody wanna love somebody right guess no please
1041,2017-En-30321,mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,valence,1: slightly positive emotional state can be inferred,mustache harbor tiburonchamber plus hearty pour
1042,2017-En-31340,@jtkola @danmericaCNN she's still younger and more spry than trump,valence,0: neutral or mixed emotional state can be inferred,still younger spry trump
1043,2017-En-31531,@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.,valence,-2: moderately negative emotional state can be inferred,due hearty lawsuit nascar raise beer price accommodate loss
1044,2017-En-22008,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",valence,-3: very negative emotional state can be inferred,see happy exterior not hopelessness sometimes feel inside
1045,2017-En-30024,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,valence,3: very positive emotional state can be inferred,wonderful experience watch yesterday thankyou
1046,2017-En-20157,It's 5:55am. I'm hungry but there is no food. #panic,valence,-3: very negative emotional state can be inferred,iam hungry no food
1047,2017-En-30308,talk about a mood pickup i went from depressed to elated so fast,valence,0: neutral or mixed emotional state can be inferred,talk mood pickup go depress elate fast
1048,2017-En-31501,Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.,valence,1: slightly positive emotional state can be inferred,epicurus man least dependent upon morrow go meet morrow cheerfully
1049,2017-En-40939,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,valence,0: neutral or mixed emotional state can be inferred,iam go sulk week back best
1050,2017-En-40254,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,valence,-2: moderately negative emotional state can be inferred,voice miley alicia year no longer contestant
1051,2017-En-10786,@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,valence,-2: moderately negative emotional state can be inferred,perfect not even way sort resent suspect lead double life perfect
1052,2017-En-10348,@KimLy resent,valence,0: neutral or mixed emotional state can be inferred,resent
1053,2017-En-11554,Honestly fuming,valence,-2: moderately negative emotional state can be inferred,honestly fume
1054,2017-En-10434,I screened my own snap what kind of narcissistic ass would smh,valence,-2: moderately negative emotional state can be inferred,screen snap kind narcissistic would smh
1055,2017-En-20871,You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,valence,1: slightly positive emotional state can be inferred,donot know expect brendon video lmao la devotee video get shake
1056,2017-En-30980,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,valence,0: neutral or mixed emotional state can be inferred,take kindness weakness act silly keep ainot forte
1057,2017-En-11626,ramos does what he does best burning haters with his head,valence,0: neutral or mixed emotional state can be inferred,ramos best burn hater head
1058,2017-En-31039,"🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console",valence,1: slightly positive emotional state can be inferred,show hundred reason cry show hundred one reason
1059,2017-En-30983,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",valence,1: slightly positive emotional state can be inferred,iam move weekend amp sugar daddy replace nigga still happy
1060,2017-En-30242,Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,valence,2: moderately positive emotional state can be inferred,go follow
1061,2017-En-10761,Houston might lose a coach tomorrow or by midnight. #yikes ?,valence,-1: slightly negative emotional state can be inferred,houston might lose coach tomorrow midnight
1062,2017-En-40445,@BBCSport too dull for the UK.,valence,-3: very negative emotional state can be inferred,dull uk
1063,2017-En-11042,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,valence,-2: moderately negative emotional state can be inferred,ok get madden refund gotta wait day money gotta pre order fifa
1064,2017-En-21114,It's so funny cause Cooper's going to go farther than the people who bully her,valence,0: neutral or mixed emotional state can be inferred,funny cause cooper go go farther people bully
1065,2017-En-30030,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,valence,3: very positive emotional state can be inferred,retweeted gunnysmith like today happy alive
1066,2017-En-10692,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,valence,0: neutral or mixed emotional state can be inferred,sorry burst bubble isnot century anymore welcome st century
1067,2017-En-30883,@MichiganBromo Good optimism sir :),valence,2: moderately positive emotional state can be inferred,good optimism sir happy
1068,2017-En-30565,@SoCalValerie this one was Apples attempt to make muslims happy 🕋,valence,0: neutral or mixed emotional state can be inferred,one apple attempt make muslim happy
1069,2017-En-30459,"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",valence,1: slightly positive emotional state can be inferred,quote soup happy not everything good see good side everything
1070,2017-En-31080,me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot,valence,0: neutral or mixed emotional state can be inferred,take picture awkward smile nme picture day awkward smile nconclusion stop smile n
1071,2017-En-31321,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,valence,3: very positive emotional state can be inferred,girl playful childlike seem lovely relationship cannot imagine serious convos cute
1072,2017-En-11083,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty,valence,-1: slightly negative emotional state can be inferred,congrats fix nose
1073,2017-En-30017,2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling,valence,3: very positive emotional state can be inferred,day day iam excite
1074,2017-En-21438,watching my first Cage of Death and my word this is tremendous,valence,2: moderately positive emotional state can be inferred,watch first cage death word tremendous
1075,2017-En-30742,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,valence,2: moderately positive emotional state can be inferred,srpt would etep patient amp mom advocate drug not work anyone listen etep md adcomm elate
1076,2017-En-31495,"After soul searching, I'd like to announce that I've chosen @chrissyteigen &amp; @nicolerichie to be my adopted sisters due to their hilarity",valence,1: slightly positive emotional state can be inferred,soul search iwould like announce ihave choose amp adopted sister due hilarity
1077,2017-En-31467,@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!,valence,2: moderately positive emotional state can be inferred,amp show raw sexuality pure thanks belly laugh butt sex jape
1078,2017-En-22229,Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,valence,1: slightly positive emotional state can be inferred,completely blow away cast tonight
1079,2017-En-31143,"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",valence,2: moderately positive emotional state can be inferred,night sparkle donot let go iam wonderstruck blush way home
1080,2017-En-10685,"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis",valence,0: neutral or mixed emotional state can be inferred,anyway find short scale today perfect purpose soft hand wonot aggravate chronic tendonitis
1081,2017-En-30182,@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,valence,1: slightly positive emotional state can be inferred,tote listen endless hilarity tom odell raaar morning
1082,2017-En-40227,@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,valence,3: very positive emotional state can be inferred,grim piece laughter stricken day
1083,2017-En-21343,"God, I've been so physically weak the whole day. So much shaking :(",valence,-3: very negative emotional state can be inferred,god ihave physically weak whole day much shaking sad
1084,2017-En-21014,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",valence,0: neutral or mixed emotional state can be inferred,yo yo yo name ni feel like need puff inhaler iam no rapper sick bar
1085,2017-En-30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",valence,0: neutral or mixed emotional state can be inferred,saw save day psa obvious tear iwould think youwould cheerful self
1086,2017-En-31543,The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,valence,3: very positive emotional state can be inferred,boy rejoice badger corner reclaim first social year
1087,2017-En-11175,@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...,valence,-2: moderately negative emotional state can be inferred,guy donot use type language save rag
1088,2017-En-31165,The amount of laughter ready to leave my body if United lose is unreal,valence,1: slightly positive emotional state can be inferred,amount laughter ready leave body united lose unreal
1089,2017-En-30921,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",valence,-1: slightly negative emotional state can be inferred,sometimes like talk sadness time want distract friend laughter shop eat n n
1090,2017-En-30896,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,valence,2: moderately positive emotional state can be inferred,feel good get outside minute get fresh air hard stay cooped inside day
1091,2017-En-30898,@r0Ils ppl get triggered over u smiling they're irrelevant,valence,-2: moderately negative emotional state can be inferred,ppl get trigger u smile theyare irrelevant
1092,2017-En-20963,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,valence,0: neutral or mixed emotional state can be inferred,oh get see play tonight not
1093,2017-En-30994,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,valence,-3: very negative emotional state can be inferred,donot see reason optimism point string together bad performance
1094,2017-En-40582,#Always #borrow #money from a #pessimist. He won't #expect it #back.,valence,0: neutral or mixed emotional state can be inferred,wonot
1095,2017-En-30995,y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,valence,0: neutral or mixed emotional state can be inferred,shabazz name phone easy breezy beautiful amp not apologize
1096,2017-En-30919,This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,valence,2: moderately positive emotional state can be inferred,beautiful day lord make rejoice glad
1097,2017-En-40781,@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.,valence,1: slightly positive emotional state can be inferred,thank much home stun happy donot think sink yet wow
1098,2017-En-30822,@DamnPatriot You're a POS for rejoicing in someone's death.,valence,-1: slightly negative emotional state can be inferred,youare po rejoice someone death
1099,2017-En-41327,@Conorojo Loool understand the pessimism but it will 😂,valence,1: slightly positive emotional state can be inferred,loool understand pessimism
1100,2017-En-40153,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,valence,-2: moderately negative emotional state can be inferred,sadly sort poster die afaik
1101,2017-En-11020,@Alex_Philip2648 it's a step up from boiling broccoli tbh,valence,0: neutral or mixed emotional state can be inferred,step boil broccoli tbh
1102,2017-En-40055,Too many gloomy days,valence,-2: moderately negative emotional state can be inferred,many gloomy day
1103,2017-En-40765,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,valence,1: slightly positive emotional state can be inferred,good morning chirpy pensive sister perfect day however express
1104,2017-En-20360,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,valence,-2: moderately negative emotional state can be inferred,hope police meet subway take straight jail
1105,2017-En-30391,"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",valence,0: neutral or mixed emotional state can be inferred,not depict feel right feel jubilant yet anxious dunno seem like iam something worth wait everyday
